다음주가 너무 무서워,태연하게 기다릴 수 없겠네요.,1
다음주에 전 여자친구를 보기로 했어,마음이 복잡할 거 같아요.,1
다잊은것같다가도,다시 떠오르는 추억으로 힘들겠지만 이 과정 속에서 잘 잊을 수 있을 거예요.,1
다정했던 너는 이미 죽었다.,익숙함이 사람을 변하게 하나봐요.,1
담담하게 헤어졌어,헤어진 후에 자신을 더 돌봐주세요.,1
답 좀 줘,연락을 기다리고 있나봐요.,1
답답증,속 시원하게 털어버렸으면 좋을텐데요.,1
답답하네 . 뒤숭숭하고,아직 받아들여지지 않아서 그런가봐요.,1
답답하네. 재회 하고 싶어,달라지지 않는다면 이대로가 나을지도 몰라요.,1
답답하다,많이 답답한가요.,1
답답한 마음,마음이 내 마음 같지 않죠,1
답답한 마음만 드는 내 사랑,사랑이 내 맘같으면 좋았을텐데 애석해요.,1
답답함,마음이 내 마음 대로 안 돼요.,1
답답해,가까운 곳으로 여행을 가보는 것도 좋을 거예요.,1
답답해 죽겠네.,바람이라도 쐬고 오는 건 어떨까요.,1
답답해서,좋은 생각만 하세요.,1
답변 조언 부탁드려 오랜연애 끈을놓을까?,마음의 소리에 귀 기울여보세요.,1
답이 없는 과정,꼭 답을 풀어야 하는 건 아니에요.,1
답이 없는 남자,답이 얼른 왔으면 좋겠네요.,1
당신도 저만큼 아팠으면 좋겠습니다.,이런 말을 하면서 당신이 아프지 않았으면 좋겠어요.,1
당신이 너무 원망스럽습니다.,자신은 원망하지 마세요.,1
대체 뭘해야 머릿속에서 지울수 있을까?,너무 빨리 지우려고 하면 더 안 지워져요.,1
대체 본심이 뭐라는 건데.,사람 마음은 알다가도 모르나봐요.,1
더 답답한 오늘,바람이라도 쐬고 오는 건 어떨까요.,1
더 많이 좋아하고 덜 많이 좋아하는 거 그만합시다,사랑을 재다보면 스스로가 더 힘들거예요.,1
더 이상 사랑 때문에 상처받기 싫어,그래도 사랑하지 않는 것보다 좋을 거예요.,1
덜 좋아하는 방법만 알면 힘들지 않을텐데,마음은 컨트롤할 수 있는 게 아니라 힘들겠어요.,1
덤덤,덤덤해졌나봐요.,1
덤덤하게,시간이 흐르면 무덤덤해질 거예요.,1
덤덤해지는데,시간이 흐르면 무덤덤해질 거예요.,1
도대체 왜 이러는걸까,무슨 일이 있었나봐요.,1
도와줘.,도와드릴게요.,1
도움되시길,도움이 될 거라 생각해요.,1
독하게 정리,할 수 있을 거예요.,1
독한 불면증,따뜻한 물 한잔 드셔보세요.,1
돌아올거란 생각부터 하지 말걸,기대를 버려야 덜 다칠 거예요.,1
돌이키기 힘든 실수,실수를 반복하지 않길 바랄게요.,1
동거 8년 환승이별.,환승은 진짜 별로네요.,1
동거 후 헤어졌어,더 허전할 거 같아요.,1
동거하다 이별,더 허전함이 느껴지겠어요.,1
동거헤어짐 그 후,공허할 거라 생각해요.,1
동성동본으로 헤어질려고 합니다 .,집안 어른들의 반대가 있었나봐요.,1
두 번째 이별 이야기,이별이 번복되어도 힘든건 마찬가지이죠.,1
두달 반,많은 시간이 흘렀네요.,1
두달간에 연애 그리고 헤어짐,헤어짐은 언제든 마음을 괴롭게 해요.,1
두달이 넘었는데도 힘드네,한동안은 힘들지도 몰라요.,1
두달이 되가네.,생각보다 정신없이 지나가네요.,1
두달이 되었네,어느덧 두달이 지났네요.,1
두달이 지났네,정신없는 나날이었어요.,1
두달전에 잠수이별했던 전남친이 연락한다,흔들리지 않았으면 좋겠어요.,1
두렵습니다.,제가 함께 있어줄게요.,1
두번 다시 하기 싫은 헤어짐,헤어짐는 순간은 악몽과 같아요.,1
두번 다시는 마주치고 싶지 않아여,다신 마주치지 않을 거예요.,1
두번 이별하는 느낌입니다 하,많이 괴롭겠어요.,1
두번째 이별,이별은 언제나 힘들어요.,1
두번째 읽씹,상대에 대한 예의가 없네요.,1
두번째 주말이 지났네,금방 지나갈 거예요.,1
둘 다 바보였다,바보의 사랑이네요.,1
둘만의 기념일 너무 힘드네,둘만의 날이었으니까요.,1
뒤숭숭하네,실감이 안날 거예요.,1
뒤숭숭하네.,실감이 안나나봐요.,1
드디어 그 순간이 거의 다가왔습니다.,마지막이 온 걸까요.,1
드디어 바닥을 찍었네,이제 올라갈 일만 남았네요.,1
드디어 어제 끝냈습니다,아직 얼떨떨하겠어요.,1
드디어 연애에 종지부를 찍은것 같네,고생했어요.,1
드디어 정리했네,정리하느라 마음 고생 많았죠.,1
드디어 제가 손을 놓았어.,힘든 선택 하셨네요.,1
드디어 차단을 했습니다,차단도 용기가 필요하죠.,1
드디어 처음으로 꿈에 나욌습니다.,많이 생각했나봐요.,1
드라마보고 눈물났어,저도 종종 울어요.,1
따끔하게 혼내 줘,제발 좀 정신차리세요.,1
따뜻한 봄이 다시 왔네 ㅎㅎ,봄은 항상 돌아오죠.,1
따지고 싶은데 참아야겠죠?,따질만하면 따져요.,1
딱 알아봤는데,여전하던가요?,1
딱 오늘 새벽 헤어졌습니다.,달 어스름에 더 울적하겠어요.,1
딱 좋아,현재를 즐기세요!,1
딱한번만 생각해보세.,잘 결정할거라 믿어요.,1
때를 기다립니다.,타이밍이 중요하죠.,1
떠나간 사람 생각하면 끝도 없습니다.,생각을 멈추고 나에게 집중하세요.,1
떠나간 전여친 지나가다 봤네.,착잡하겠어요.,1
떠나간사람은 이렇게도 차갑나?,이별을 위해 차가워질 필요도 있어요.,1
떠나려는 사람 잡는 방법,정말 후회할 것 같다면 지금이라도 진심을 전하세요.,1
떠나보내지지가 않아,끝을 받아들이는 것도 중요하답니다.,1
떠난 그녀를 제 마음속에서 이제는 놔주려 합니다,결국 해내고 있네요.,1
떡볶이 좋아하지도 않는데,좋아하지 않는데 함께 하는게 사랑이죠.,1
또 꿈에 나와버리네 에휴,이럴 때는 꿈이 웬수네요.,1
또 다시 낮술,낮술 조금만 하세요.,1
또 다시 돌아온 불금이네,여유를 즐겨보는 건 어떨까요.,1
또 다시 생각나는 그.,이제는 속박에서 벗어나세요.,1
또 다시 악몽,꿈도 생각처럼 되면 좋을텐데.,1
또 다시 이별,또 다시 사랑,1
또 다시 이별을 맞았네,또 다시 잊어봐요.,1
또 다시 이별입니다.,언젠간 찾아올 이별이에요.,1
또 바람일까,불안하시군요.,1
또 아침은 오네,오늘도 즐거운 하루 보내세요.,1
또 아픈 밤이네,또 아침이 올 거예요.,1
또 연락을 해버렸네.,연락처를 삭제하세요.,1
또 일주일도 못가서ㅎㅎ,연락을 하셨군요.,1
또 전화 안받아,조금 기다리면 풀릴 거예요,1
또 주말,어느덧 주말이네요.,1
또 주말이 지나가고,또 주말이 오겠죠.,1
또 주말이네,월요일보단 나을지도 몰라요.,1
또 하루가 간다.,다시 아침이 올 거예요.,1
또 하루가 저물어가네,다시 아침이 올 거예요.,1
또 한번의 무너짐,다시 일어나면 돼요.,1
또다시 꿈에 나왔네.,꿈이 웬수죠.,1
또다시 찾아오는 밤,다시 아침이 올 거예요.,1
또오늘부터 한달이 시작되었네.,그렇게 해가 흐르나봐요.,1
똑같은 이별,이별은 언제나 힘들게 하곤 하죠.,1
"뜨겁게 사랑하거나, 쿨하게 헤어지거나",마음 가는 대로 하세요.,1
뜬금 시간을 가지자고 해서,의아하셨겠어요.,1
뜬금없이,연락이 왔나봐요.,1
뜬눈으로 밤을 지새웠네,생각이 복잡했나봐요.,1
뜻밖에 연락,흔들리지 않는게 좋겠어요.,1
로맨스는 없습니다,영원한 로맨스는 없는 걸 수도 있어요.,1
롤로코스터를 타는 마음,만남과 헤어짐 때문에 변덕스럽게 변해가요.,1
롱디 그만 두고 싶습니다.,몸이 지치면 마음도 지칠 수 있어요.,1
리턴 다시 돌아오는 힘겨움,돌아섰던 상처 때문에 더 힘들거예요.,1
마냥 헌신하던 제 모습이 처량하고 화가나네,그땐 후회없는 사랑을 했던거라 생각하세요.,1
마무리,정리가 잘 되었길 바랄게요.,1
마음 먹었습니다,힘들 결정이었을텐데 맘고생 많았어요.,1
마음 비우기가 너무 힘들어,저에게 비워보세요.,1
마음 정리가 되네.,인고의 시간이 필요했을 거예요.,1
마음 정리가 안돼.,제가 도와드릴 수 있을거라 생각해요.,1
마음 정리중,정리가 잘 되길 바랄게요.,1
마음대로 안되네,생각처럼 잘 안되죠.,1
마음도 춥고 날씨도 춥고,마음 감기 조심하세요.,1
마음에 구멍이 난 느낌,제가 꿰매드릴게요.,1
마음을 억지로 접는게 어렵네,그렇게 하다보면 어느덧 정리될지도 몰라요.,1
마음이 꽉막힌듯해요,제게 말씀해보세요. 풀리지도 몰라요.,1
마음이 너덜너덜해졌어.,아픈 만큼 행복해지시길 바랄게요.,1
마음이 너무 답답하고 무거워.,드라이브라도 다녀오는 건 어떨까요.,1
마음이 너무 아파,아픈 만큼 행복해지시길 바랄게요.,1
마음이 답답합니다.,바람이라도 쐬고 오는 건 어떨까요.,1
마음이 더이상 커지지 않았으면 좋겠어,그 편이 상처도 덜할텐데 쉽지 않죠.,1
마음이 떠났데,그럼에도 마음이 정리가 안되나봐요.,1
마음이 변하는 이유,그동안 쌓인 것들이 원인이 아닐까 생각해요.,1
마음이 불안하고 초조해 미치겠어,무엇이 불안한지 제게 말해보세요.,1
마음이 아려,속상할거라 생각해요.,1
마음이 안오는 건 어쩔 수가 없나봐,한 번 떠난 마음은 쉽게 돌아오지 않나봐요.,1
마음이 어려워서 들어왔어,제가 위로해 드릴게요.,1
마음이 완전히 식은 남자,인연이 거기까지인가봐요. 마음의 준비를 하세요.,1
마음이 쫌 복잡하네,정리가 잘 되길 바랄게요.,1
마음정리,정리가 잘 되길 바랄게요.,1
마주쳤는데 최악,저도 항상 헤어진 연인과 마주치면 기분이 안좋더라고요.,1
마주칠까?,헛된 희망은 자신을 더 괴롭게 만들거예요.,1
마지막 그녀를 만났어,복잡했던 마음이 정리되길 바랄게요.,1
마지막 데이트 하고있는데 이 사람이 미워,미련이 생기기 전에 그만두는 편이 좋을거예요.,1
마지막 도전,꼭 원하는 바 이루길 바랄게요.,1
마지막 말,상처가 되는 건 바라지 않아요.,1
마지막 문자 보냈어,한편으로 후련할거라 생각해요.,1
마지막 문자 아직도 가지고 있어,후련하게 지워버리는 건 어떨까요.,1
마지막 문자를 보내버렸어,미련이 남았나봐요.,1
마지막 붙이지 못한 이별편지,마음에 간직하세요.,1
마지막 사랑,또 다른 사랑이 찾아올 거예요.,1
마지막 선물.,그 선물을 보면 계속 생각이 날 거예요.,1
마지막 이별,또 다른 사랑이 찾아올 거예요.,1
마지막 작별 문자를 보낼까?,네 보내보세요.,1
마지막 정리,잘 정리하길 바랄게요.,1
마지막 짐 갖다주러 가는 길,잘 정리하길 바랄게요.,1
마지막 카톡을 보냈어,슬프지만 잘. 이겨내길 바랄게요,1
마지막 현관문을 닫을 때가 안 잊혀,잊는 건 정말 힘든 일이에요.,1
마지막문자,감정이 온전히 정리되길 바랄게요.,1
마지막으로 만나고 왔습니다.,그러는 편이 미련이 덜 남을 거예요.,1
마지막으로 붙잡아보려 합니다.,미련을 남기지 않도록 노력해보세요.,1
마지막으로 얼굴보고 정리하려했는데 그게 안돼.,마음이 흔들리죠.,1
마지막으로 편지까지 썼는데,전하지 못해 아쉽겠네요.,1
마지막이 될 편지.,전할 기회가 있으면 좋겠네요.,1
마지막이겠죠,마지막이 아닐 지도 몰라요.,1
마지막인가봐,이제는 받아들여야 할 때예요.,1
마지막입니다.,마지막을 잘 마무리 해야 시작도 잘 할 수 있을 거예요.,1
마침표.,또 다른 시작이 될 거예요.,1
막장으로 가네,잠시 쉬어가는 거 뿐이에요.,1
만나고 와서 더 힘드네,추억이 떠오르니까요.,1
만나고 왔는데 혼란스러워,생각을 정리할 시간이 필요할 거 같아요.,1
만나는 중에 이 남자 저 남자랑 연락하는 여자,예의가 없은 것 같아요.,1
만나러 왔습니다,잘하고 오세요.,1
만난지 7년 헤어진지 5일째,지금 딱 힘들 때네요.,1
만날땐 좋다가 헤어지면 매몰찬 여친,이별에는 매몰찬 게 더 나을지도 모릅니다.,1
만남과 이별,같은 말이죠.,1
많은걸 깨달은 이별.,이별을 통해 더 성숙해지길 바라요.,1
많은조언부탁드려,잘 부탁드립니다.,1
많이 괜찮아졋지만 여전히 찌질한 모습의 나,바로 못 잊는 건 찌질한 게 아니에요.,1
많이 괜찮아졌다고 생각했는데,많이 괜찮아지고 있어요.,1
많이 사랑 했나보다,최선을 다한 건 좋은 거예요.,1
많이 약해졌나봐. 내맘이.,마음은 원래 내 마음대로 되지 않아요.,1
많이 힘드네,그 과정을 통해 성장할 수 있을 거예요.,1
많이슬퍼하고 그리워해야,이런 과정도 꼭 필요해요.,1
말도 안되는 이유로 결별 선언하는 그녀,진짜 이유를 말하지 못하는 사정이 있나봐요.,1
말로만듣던 환승에 치가 떨리네,환승은 진짜 답도 없네요.,1
말하자면 길어,말해주세요.,1
맘 잡았다고 생각했는데,마음 잡기가 쉽지 않아요.,1
맘 추스리며.,잘 추스리길 바랄게요.,1
맘을 추스리지 못하겠어,많이 힘들어 하고 있군요.,1
맘이 떠났다는게 맞는거 같아,마음 떠난 사람 잡기는 힘들어요.,1
맘이 아푸네,아프지마요.,1
맘터놓고 얘기할곳이 없네.,저에게 하세요.,1
"망각은 축복이고, 원망은 허황된거 같기도해.",명언이네요.,1
망상이제일짜증나고 미치네.,망상에서 얼른 벗어나길 바랄게요.,1
매달렸다 차였어,그래도 미련은 없을 거예요.,1
매달리는거 안좋은거 같아.,서로에게 힘든 일이니까요.,1
매달린후 2주째 발신자제한,이별 후에 연락하지 않는 게 좋죠.,1
매듭문자를 보냈습니다.,마음의 준비가 필요했을거라 생각해요.,1
매번 글쓸때마다 상황설명하라고 해,대화를 많이 나누는게 좋으니까요.,1
매번 왜 이렇게 남는게 후회인지 모르겠네 ㅎㅎ,모든 일에는 후회가 남기 마련인가봐요.,1
매번 헤어지면서 회의감,뜻하던 대로 되기 쉽지 않으니까요.,1
매순간 넘 보고 싶어,잠깐의 허상일 거예요.,1
매일 같은 노래만,노래가 당신의 이야기랑 비슷한가봐요.,1
매일 계속되는 악몽과 불면증,전문가를 찾아가보는건 어떨까요. 도움이 될지도 몰라요.,1
매일 그녀 꿈을 꾸네,그녀 생각이 많이 나서 그럴거예요.,1
매일 그립습니다,항상 함께였을테니까요.,1
매일 술,술 많이 드시면 더 무너져요.,1
매일 술 먹기로 했어,건강 생각 하세요.,1
매일매일 눈물로 보내,울고 싶을 때 한껏 울어버려요.,1
매정하게 내치고 이별 통보한 그사람,어떻게 사랑이 변할까 싶어요.,1
맥주 한 캔마시며.,답답한 속을 풀어보세요.,1
머 좀 물을게,네 말씀하세요.,1
머리 식히러 간 여행에서 되려 힘듦이 찾아오네,마음은 식혀지지 않았나봐요.,1
머리가 터질거 같습니다,바람이라도 쐬고 오는 건 어떨까요.,1
머리가 핑핑 도네,조금 쉬어가는 건 어떨까요.,1
머리는 아는데 가슴은 모르네,머리랑 가슴이 가끔 따로 놀죠.,1
머리는 이제 완전히 이해가됬네 가슴은아직이지만,머리랑 가슴이 가끔 따로 놀죠.,1
머리는 잊어야한다는데 마음이 붙잡는 미련,머리랑 가슴이 가끔 따로 놀아요.,1
머리는 헤어지는게 맞는데.,머리랑 가슴이 가끔 따로 놀죠.,1
머리따로 마음따로 몸따로,머리랑 가슴이 가끔 따로 놀죠.,1
머리로는 이제 끝이구나 하는데,머리랑 가슴이 가끔 따로 놀죠.,1
머리와 가슴이 따로놉니다,머리랑 가슴이 가끔 따로 놀죠.,1
머리했다.,잘려나간 머리카락처럼 놓아주세요.,1
머릿속에서 계속 생각이 나,맘처럼 할 수만 있다면 좋을텐데 애석해요.,1
머하자는거니?,그러게 말이에요.,1
먹먹함,가슴 끝이 아려와요.,1
먼들,뭐든 간에.,1
먼저 이별통보해도 후폭풍이 오나?,후폭풍은 누구에게나 와요.,1
먼저 헤어지자고 하면 후폭풍 있을까?,후폭풍은 누구에게나 와요.,1
멀리 가버리면 어떻게 해,혼자 남겨진 기분은 감히 상상도 못해요.,1
멀어지는 길.,인연이 거기까지인가봐요.,1
멀쩡했는데 또시작이예요,이별이 사람을 변덕스럽게 만들더라고요.,1
멋있게 잊어 주자,멋있게 파이팅!,1
멘붕,얼떨떨할 거예요.,1
멘탈이 많이 흔들리네,마음 붙잡기가 힘들지요.,1
멘탈이 점점 무너지네,생각처러만 할 수 있으면 좋을텐데 힘들죠.,1
며칠 잠잠하다가 또 흔들리네,흔들리지 마세요.,1
며칠 참다가 오늘 저녁에 또 터졌네,오락가락하는게 사람 마음인가봐요.,1
면도 귀찬하,지저분해요.,1
면접 잘 볼 수 있을까,회사와 자신에 대해서 더 공부해서 자신감을 가져보세요.,1
면접 준비 방법,회사와 자신에 대해서 더 공부해서 자신감을 가져보세요.,1
명절 너무 힘드네.,저도 너무 힘들어요.,1
명절 연휴 막막하네.,더 생각날 게 두려운가봐요.,1
명치쪽이 답답해,많이 답답할 거라 생각해요.,1
몇년째 이별인지,이젠 이별을 헤아리는 일은 삼가세요.,1
몇번을 경험해봐도 너무 아프네,익숙해지지 않으니까요.,1
몇번이나 매달려보셨어??,글쎄요. 기억나지 않네요.,1
몇일 동안의 나의 이야기.,들려주세요.,1
몇일 전 그사람 봤어,당황했겠어요.,1
몇일동안 고민하다가 찾아갔습니다.,힘든 결정이었을거라 생각해요.,1
몇일만에 또 찾아갔네요,후회하지 않을까 생각이 드네요.,1
모든 것이 의미 없는 것이 되네,모든 것은 의미 있어요.,1
모든 노래 가사는 내 맘같아,정말 그래요. 하나같이 공감되곤 하죠.,1
모든 진실을 알게 됐네,이제라도 알게 돼서 다행이에요.,1
모든걸 다 주니깐 떠난 그 여자,내전부를다가져간그여자.,1
모든게 니멋대로,상대에 대한 예의가 없네요.,1
모든게 다 끝났습니다,허전하시겠어요.,1
모든게 잊혀지면 연애를 안할생각입니다,새로운 연애를 하는 것도 잊는 방법이 될 수도 있어요.,1
모르겠어,얼떨떨할 거예요.,1
모처럼 생각나서,씁쓸해지는 것 같아요.,1
목소리 듣고싶어,듣고 나면 더 그리울 거예요.,1
몰랐던 때로 돌리고싶어,시간을 되돌릴 순 없어요.,1
몰래 sns 훔쳐보고 있는 나 한심해,SNS 검색하지 마세요.,1
몸에서 멀어지면 맘에서도 멀어진다는데.,보통 사랑은 그렇죠.,1
몸에서 받아주는건 담배밖에 없네,이제 자신의 몸도 돌보길 바랄게요.,1
몸이 멀어지면 마음도 멀어진다는말 어떻게 생각하세?,아무래도 그런 것 같아요.,1
몸이 아프니까,마음도 더 아프죠!,1
몸이 아프니깐 더 힘드네,더 힘들기 마련이에요.,1
못 놓구 있는 나.,천천히 놓아보아요.,1
못돼져야 하나봐 너무 힘들어,마음 단단히 잡으세요.,1
못된 사람,못된 사람은 이제 잊어버려요.,1
못잊을땐잊고싶고잊혀지려하니잊기싫은것,사람 마음이 간사하죠.,1
못참고 문자 보냈네,보냈으니 어쩔 수 없죠.,1
못참고 연락.끝났네.,보냈으니 어쩔 수 없죠.,1
못참고 카톡 보내버렸네,보냈으니 어쩔 수 없어요.,1
못참고연락했어,다음에는 참아보세요.,1
무거운 마음이네ㅎ,가벼워질 수만 있다면 좋을텐데요.,1
무너진 밤,아침이 올 거예요.,1
무너진 신뢰 쌓아가기,쉬운 일이 아니지만 함께라면 가능할 거예요.,1
무뎌진줄 알았는데,시간이 좀 걸리겠지만 해낼 수 있어요.,1
무료 상담 받았는데 마음 접으라고 하네,당신을 위한 최선의 선택일 거라 생각해요.,1
무모한 시작.,무모함이 원동력이 될 거예요.,1
무상,멍해질 때가 많아요.,1
무서운 감정기복,습관처럼은 되지 않길 바랄게요.,1
무서운 주말,즐거운 주말이 되시길 바랄게요.,1
무섭습니다,누구도 해치지 않아요.,1
무슨 말이 필요하겠니,말이 필요 없죠.,1
무슨 말이라도 해주세,힘내세요.,1
무슨 죄를 지었기에 이렇게 빨리.,힘들일이 있었나봐요. 당신의 잘못이 아니에요.,1
무슨마음일까,사람 마을은 알기 힘들어요.,1
무엇을 하든 늘 따라다니는 너,마음에서 놓아주세요.,1
무제,어떤 사랑이야기도 그에 대한 제목은 지을 수 없는 것 같아요.,1
문 잠겼는데 집에 아무도 없네,힘껏 밀어보세요.,1
문득 그 길을 걷다.,산책하는 것도 좋겠죠.,1
문득 달력을 보니,기념일이 있나봐요.,1
문득 듣고픈 노래.,저도 같이 듣고 싶네요.,1
문득 이런생각이 들었습니다,어떤 생각인지 궁금해요.,1
문득문득 보고싶어요,사랑했던 사람이니까요.,1
문득문득 생각나네,불현듯 떠오르는 추억이 되버렸죠.,1
문자 보내놓은지 어언 한 달.,이제 기억 속에서 지우는게 좋겠어요.,1
문자 왔다는데 읽다가 눈물샘 터졌어,마음껏 우세요.,1
물건들 버려야지,버리는게 후련할지도 몰라요.,1
물질적인 정리는 다했는데,마음 정리가 필요하시군요.,1
뭐 깨진지 몇달도 더 되었지만,떠오르는 생각은 지울 수가 없나봐요.,1
뭐 한두번도 아니지만,매번 익숙해지기 힘들어요.,1
뭐라도 해야 살거같은데.,작은 일부터 시작해보세요.,1
뭔 상황인지 헷갈리네.,애매하긴 해요.,1
뭔가 무섭다,어흥!! 호랑이보다 무섭나요?,1
뭔지 이제 헷갈리네,애매하네요.,1
뭘해도,생각이 날 거예요.,1
미련,사랑은 때로 미련을 남겨요.,1
미련덩어리 프사 모음,목록에서 없애는 건 어떨까요. 눈에서 멀어지면 미련도 덜해집니다.,1
미련스럽다,이별 앞에 미련없는 사람은 없을 거예요.,1
미련으로 붙잡아선 안되겠죠,미련은 또다른 후회만 남길 뿐이에요.,1
미련이 남아서,아쉬운가봐요.,1
미련이 없다고 생각했는데.,이별이 사람을 혼란스럽게 하나봐요.,1
미련인건가.? 바보인건가,이별 그렇게 만들더라고요.,1
미련한 여자의 기나긴 이별 이야기,제가 들어드릴게요.,1
미안하고 보고 싶습니다,그리울거라 생각해요.,1
미안하대,많이 후회하나봐요.,1
미안한 마음에,진심만 전해지면 돼요.,1
미안해,괜찮아요.,1
미안해 모든게 다 미안,마음 아프네요.,1
미운감정 어떻게 하나,미워하는 감정은 우릴 잠식시킬 뿐이에요.,1
미워하지않으려고.,노력중인가봐요.,1
미워할수 없는 그대,잊지 못하는 그대.,1
미쳐,그럴만 해요.,1
미치겠네,답답했나봐요.,1
미치겠네,많이 힘들죠.,1
미치겠습니다,무슨 일 있었나봐요.,1
미치겠습니다,힘든 일이 있었나봐요.,1
미치겠습니다 연락하고 싶어서,연락하고 나면 더 힘들 거예요.,1
미치겠습니다 하,제가 고민을 들어드릴게요.,1
미치겠어,힘드시죠.,1
미치도록 보고싶네.,견디기 힘들겠어요.,1
미친 사랑을 했습니다.,후회 없는 사랑을 하셨군요.,1
미친것같아,답답한 일이 있었나봐요.,1
미친게 맞는걸까.,그렇지 않아요.,1
미친듯이 보고싶어,한동안 그럴 수 있어요.,1
미친듯이 보고싶어.,어느덧 사라질 거예요.,1
미친듯이 잡고 싶어.,이별 직후엔 그럴 수 있어요.,1
미친듯이 힘들다.,조금만 짐을 덜어보세요.,1
미칠 것 같아,답답할 거라 생각해요.,1
미칠꺼 같습니다 정말.,무슨 일이 있었나봐요.,1
믿은 내가 바보지,지금이라도 헤어지세요.,1
믿음이 깨진여자,회복되긴 어렵겠어요.,1
밉게 보였으면 좋겠어,진심으로 그랬으면 속상할거예요.,1
밑바닥까지 봐서 속은 휴련하네,적어도 미련 없이 떠날 수 있을 거예요.,1
바람,고쳐 쓸 수 없는 버릇이에요.,1
바람 강제이별 너무 힘들어,오히려 잘된거라 생각하세요.,1
바람 나서 떠난 여친이 전화왓네.,사람 고쳐쓰는 거 아니에요.,1
바람 불어 좋은 날.,살랑살랑.,1
바람난 여자친구 사람 고쳐 쓰는거 아니네,사람 고쳐쓰는 거 아니에요.,1
바람난거 알고 헤어졌습니다.,그런 사람 깨끗하게 잊고 더 좋은 사람 만나세요.,1
바람난건가?,직접 확인해보세요.,1
바람이나 비슷한 일 용서해주신 사람 있을까 ?,있어도 계속 아플 거예요.,1
바람피지마,당연한건데 우린 걱정을 해야 하네요.,1
바보같은 마음.,스스로 비난하지 마요.,1
바보같은 짓을 했어.,너무 자책하지 마요.,1
바보같이 연락했는데 읽씹당했어,이제 바보같이 연락하지 마요.,1
바보라서 참지못하고 연락했어,이제 바보같이 연락하지 마요.,1
바보짓 그만 둘래,천천히 그만두세요.,1
바빠졌으면 좋겠어,새로운 취미생활도 시작해 봐요.,1
바쁘게 사는게 나쁘지는 않네,잡념을 없애는 데는 최고라고 생각해요.,1
바쁜 나의 일상으로,일상으로 돌아갑시다.,1
반 정도는 정리가 된 것 같아,그럼 나머지도 금방 정리될 거예요.,1
반가운 연락,사랑하는 사람의 연락이었나봐요.,1
반년만에 연락해봤네,그리웠나봐요.,1
반복되는 맘의 준비,그렇게 성장하나봐요.,1
반복되는 하루,일상은 항상 반복돼요.,1
받아들여야지,받아들일 때가 되었나봐요.,1
받아들이기가 많이 힘드네,이해하기 힘드니까요.,1
밤마다 미치겠어,그분 생각으로 잠이 오지 않았나봐요.,1
밤만 되면,생각날 거예요.,1
밤만 되면 너무 힘드네.,잡념이 많아져서 더 그렇나요.,1
밤만 되면 미치겟네.,아직 많이 답답한가봐요.,1
밤보다 자고 일어났을 때 더 힘들어,운동으로 기분전환을 하는 건 어떨까요.,1
밤새 술마셨나봐,신경을 끄세요.,1
밤에 잠이 너무 안와여,생각이 많은가봐요.,1
밤은 길기만 하죠.,편히 잘 수 있으면 좋을텐데요.,1
밤이되니깐 감수성 터짐,새벽은 감수성 더 터지니 얼른 주무세요.,1
밤이오는게 오늘이가는게 무섭고 힘드네,내일은 더 나은 하루일 거예요.,1
밥먹기 참 힘드네,그래도 밥 잘 챙겨 드세요.,1
방금 너무 울었어,속이 조금 후련하면 좋겠네요.,1
방금 헤어지고 왔습니다,맘고생 많았어요.,1
방금도 엉엉 울었네,더 울어도 돼요.,1
방법이 없는걸까?,마음 먹기 달려있어요.,1
방안 가득한 그녀의 흔적,하나씩 치워보세요.,1
배신맞은것같아,고민하고 있다면 그게 맞을거예요.,1
백만번쯤 들을 때 즈음이면 웃으며 다가올까,글쎄요.,1
버려졌다는느낌,비참한 느낌이에요.,1
버려줘서 고마워.,당신이 버렸다고 생각하는 건 어떨까요.,1
버려진 사람들을 위한 지침서,자존감 회복을 위해 나아가는 건 어떨까요.,1
번호를 알아내서 연락하면 소름돋을까?,그건 좀 참아보세요.,1
벌 받는 중입니다.,깨달음이 있길 바랄게요.,1
벌써 15일이나,시간은 빠르게 흘러 가죠.,1
벌써 1주일째,금방 지나갔길 바랄게요.,1
벌써 2달이 되었습니다,생각보다 시간이 빨리 가네요.,1
벌써 6개월째라니,짧지 않은 시간인데 바쁘게 지냈나봐요.,1
벌써 일년,긴 시간이 흘렀네요.,1
벌써 저를 세번째 떠나갔네,이젠 그분을 놓아줄 때가 되었나봐요.,1
벌써 한달이 되었다,금방 지나가네요.,1
벌써 헤어진지 2년 5개월 이제야 너를 놓네,이제라도 속박에서 벗어나 자신을 돌보길 바랄게요.,1
베인 곳 또 베이고,상처가 아물길 바랄게요.,1
변명,지독한 변명의 연속.,1
변해가네,사랑도 사람도 변하니까요.,1
별 그지같은 이유로 헤어지자네,그런 이별은 꼭 예고 없이 찾아오네요.,1
별거 아닌거에 속상하네,상처들로 우린 많이 예민해져 있으니까요.,1
별똥별 떨어지는 날,소원을 빌어보세요.,1
별이진 후 무언가 사라진 날들.,무언가의 탄생을 뜻하기도 해요.,1
병장인데 이별,전역 후 더 좋은 사람 만날 수 있을 거예요.,1
보고 싶다고 하네,흔들리나요.,1
보고싶네,보고싶을 거예요.,1
보고싶다,보고 싶은가봐요.,1
보고싶다 진짜,그런 시기가 있더라고요.,1
